Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	Expt.Time	ORF	Gene
24	16	3484.5	2323.5	137	0.0635445677449	0.351275813881	0.0647780239476	0.000734594136916	0.00547131527449	-3.16956793129e-05	0.110134242458	0.0455462967755	134.038455872	142.525710918	136.069544718	81.5813786501	95.647837881	98.2899313866	134.0	143.0	138.0	80.0	94.0	97.0	DLR00012733	DLR00012733-2009-11-13_10-01-59	2009-11-13_10-01-59	DLR00012733-2009-11-13_10-01-59	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	3.60815972222	YOR202W	HIS3
1	1	340.5	285.5	137	0.0545916155068	0.303918016666	0.0392414339993	0.000350126741751	0.0094541584291	7.5293951328e-05	0.275002341377	0.0268102065111	121.018392371	128.373126703	119.418426431	88.6561082608	101.872927355	101.260985947	110.0	118.0	114.0	88.0	101.0	100.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
2	1	477.5	280.5	137	0.0479360399438	0.321153149423	0.0352368527865	0.000376455046032	0.00261711953863	5.70702287814e-05	2.22981296755	0.0096785880648	113.623690572	123.835616438	118.785656728	86.1078072583	101.570448307	102.01936566	111.0	120.0	115.0	85.0	101.0	102.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
3	1	620.5	296.5	137	0.0583193949767	0.341286682884	0.0426557910006	0.000349526949904	0.00433586130197	8.76584396708e-05	0.151729466237	0.0382485378604	115.404761905	128.416894146	124.671064604	85.9377700951	103.342264477	104.687514732	106.0	119.0	117.0	86.0	103.0	105.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
4	1	751.5	280.5	137	0.0892192861853	0.523523627141	0.0719775678766	0.000414548046808	0.00558255882958	0.000147912176965	0.159394317084	0.0462191397961	118.434799802	131.71705388	127.694908552	88.6593525961	106.687051923	108.078644362	111.0	124.0	121.0	89.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
5	1	899.5	292.5	137	0.0641237987788	0.359971015993	0.0412736880477	0.000322768043887	0.0036503127509	0.00013587069859	0.32446830693	0.0268619636665	110.528396837	126.417397556	124.656937455	87.4752547307	106.835678473	109.335921074	102.0	118.0	118.0	87.0	107.0	109.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
6	1	1024.5	297.5	137	0.0773698926462	0.372133947518	0.0534873404679	0.000424236703214	0.00691258873614	0.000147912176965	0.0944628501023	0.0506184980073	118.541168289	133.939360223	129.941307371	87.9052015497	107.561124392	109.698046328	108.0	125.0	123.0	88.0	107.0	110.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
7	1	1166.5	285.5	137	0.0720603340689	0.400548625848	0.0493838360895	0.000321014779105	0.00550456662346	0.000139376993495	0.164453087343	0.0398012525232	112.376146789	128.90412198	126.314898566	87.3580556035	107.673027111	110.089621827	101.0	119.0	119.0	87.0	107.0	110.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
8	1	1299.5	280.5	137	0.0805432574147	0.465089798665	0.0594948119962	0.000336393479604	0.00628789301971	0.00015124939909	0.140343205632	0.0464261684178	113.914533719	130.099933229	126.480636546	87.778906628	108.17600387	109.797581035	103.0	120.0	119.0	88.0	108.0	110.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
9	1	1436.5	280.5	137	0.0844168557127	0.475700015527	0.0644916036687	0.000368242755198	0.00601225959893	0.000146820302371	0.0970338200111	0.0564670565706	115.911543902	132.158524644	127.756718529	87.6049358342	107.835044423	108.9988154	105.0	122.0	120.0	87.0	108.0	109.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
10	1	1573.5	280.5	137	0.123162901592	0.609906319549	0.109084941712	0.000705082547699	0.00927619996797	0.000132364286355	0.130313133666	0.0551731276849	129.309572301	143.012389681	133.546164291	87.465171819	107.337402149	107.644553536	129.0	143.0	134.0	86.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
11	1	1709.5	280.5	137	0.0773685215973	0.458568397081	0.0591755797205	0.000363475395589	0.00509440279393	0.000121583872685	0.184417252846	0.0402153097666	114.310722348	130.539503386	125.690180587	86.5361820094	106.757193385	107.505401013	104.0	121.0	119.0	86.0	106.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
12	1	1843.5	292.5	137	0.0927979168475	0.501733864707	0.07565734347	0.000459192412482	0.00639891896898	0.000122506557169	0.161314470339	0.0449769680658	121.046214153	135.925624097	128.93645554	86.7036459956	107.07125792	107.236002908	112.0	127.0	122.0	86.0	107.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
13	1	1994.5	281.5	137	0.0960796304248	0.581698669841	0.0811199222494	0.000486504999588	0.00447694832946	0.00013345616095	0.309060955794	0.0349878370685	117.715544088	133.092801851	126.89678797	86.9602821084	107.527097253	107.263548627	114.0	129.0	122.0	86.0	107.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
14	1	2124.5	285.5	137	0.103523085701	0.554629677553	0.0883326413214	0.000493456225716	0.0067327877579	0.000121583872685	0.270167539069	0.0365405517313	123.746920493	138.041620007	129.908921239	86.7124927368	106.982800697	107.012899477	116.0	129.0	122.0	86.0	106.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
15	1	2257.5	280.5	137	0.0925470833664	0.538274416438	0.0760531995699	0.000473648428497	0.00542357382162	0.000132364286355	0.201174587599	0.041716267274	118.476923077	133.437211538	127.236057692	87.2598363412	107.286963345	107.623248515	114.0	128.0	121.0	86.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
16	1	2389.5	290.5	137	0.0893037763515	0.45722271104	0.0693253164238	0.000429042488455	0.00748098898176	0.00013587069859	0.155472592706	0.0437347963356	121.034752094	136.113199004	129.859180439	87.5287498808	107.504052637	108.228377992	109.0	125.0	121.0	87.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
17	1	2531.5	280.5	137	0.085903175439	0.515242482273	0.0677818850329	0.000395493861293	0.00520553276739	0.000139376993495	0.216013958164	0.0393871952797	115.506077348	130.948367654	126.062380713	87.7262438608	107.582639334	108.590433483	107.0	123.0	120.0	87.0	107.0	109.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
18	1	2668.5	280.5	137	0.093837191747	0.541793903007	0.0769270256928	0.000473017896145	0.00549700739456	0.000136962573185	0.209183393137	0.0410434242534	118.893198319	133.456820787	127.597917463	87.8253699311	107.374788207	108.333672202	113.0	128.0	121.0	87.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
19	1	2805.5	280.5	137	0.0845528183522	0.493866777082	0.0666533409654	0.000458269727997	0.00461366351596	0.00013603977137	0.255545438547	0.0354536514673	116.901802557	131.609620625	126.621777405	87.4956539523	106.914510686	108.123734533	112.0	127.0	121.0	87.0	107.0	108.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
20	1	2942.5	280.5	137	0.0857445108053	0.48698307541	0.0683849137583	0.000446397322402	0.00568074237596	0.00013345616095	0.264180706341	0.0346255369805	119.257200553	132.694972898	127.076309916	87.5461057304	106.37822841	107.337368846	113.0	126.0	120.0	88.0	107.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
21	1	3081.5	285.5	137	0.0664313919412	0.384969722064	0.0486118531276	0.000399169346308	0.00430017020449	0.000113648363731	0.611381823965	0.0202370477719	115.32737295	128.990051089	124.806668459	86.8946394008	104.861146175	105.97584785	109.0	123.0	118.0	87.0	105.0	106.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
22	1	3212.5	293.5	137	0.0489121588079	0.246053516899	0.0342849104431	0.000502052890198	0.0048478865735	7.19413589506e-05	0.789957367282	0.0142332177424	119.517038284	132.154185949	126.749263778	85.1707970069	102.140385804	103.094460081	116.0	129.0	125.0	85.0	102.0	103.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
23	1	3353.5	285.5	137	0.0368771849464	0.203457377983	0.0249591661941	0.000410872561793	0.00282042594299	4.15223381714e-05	0.803173824224	0.0128357745458	115.706944798	127.697023658	122.417959807	85.4739441196	100.508901884	100.771345029	112.0	123.0	120.0	84.0	99.0	100.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
24	1	3490.5	280.5	137	0.041434863709	0.225091868951	0.0298590197394	0.000446397322402	0.00524112551273	3.97691907191e-05	1.74442675482	0.00916101651053	120.18326052	129.770521959	122.318693953	86.887723751	100.045885653	99.3940689287	115.0	125.0	119.0	86.0	99.0	98.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
1	2	340.5	417.5	137	0.0320970594833	0.186998602557	0.0290940484639	0.000539592327216	0.00531391045254	-1.84666608944e-07	0.469415091135	0.0160964753377	124.895931359	136.209521174	128.09770274	82.4145658263	97.7135217723	97.9835115865	120.0	132.0	126.0	82.0	97.0	98.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
2	2	479.5	420.5	137	0.273727531764	0.855286993427	0.272690543483	0.00130449799939	0.00254265510149	-1.93793139142e-06	3.72844143928	0.0122146886807	174.839394856	177.624810893	149.006475038	83.2539341917	98.8569384835	97.660944206	179.0	181.0	151.0	81.0	97.0	97.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR033C	EXO1
3	2	614.5	417.5	137	0.0643515609174	0.269551265462	0.0523589728507	0.000780392092856	0.00643915208916	5.56399739665e-05	0.03431574899	0.0714766316443	135.028801843	146.311059908	135.984831029	84.2400623539	101.531495784	101.998795437	136.0	147.0	138.0	83.0	101.0	102.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YML030W	YML030W
4	2	762.5	417.5	137	0.0737352079857	0.259148077222	0.0550926837208	0.0008539482559	0.00979330493885	8.62281848559e-05	0.0291570689489	0.0760312613219	139.376472938	150.988216497	141.536848412	85.2963532206	104.055749616	105.79299986	140.0	152.0	144.0	84.0	103.0	106.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YPR160W	GPH1
5	2	888.5	430.5	137	0.107160084038	0.404119869572	0.0914434425976	0.000992187370288	0.00851983377293	8.97345970907e-05	0.0342727498606	0.087573106982	143.595030738	154.571849385	142.634349385	85.165638843	104.562668288	106.236428385	150.0	161.0	149.0	84.0	104.0	106.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YDL109C	YDL109C
6	2	1026.5	426.5	137	0.0875436689358	0.341390197195	0.0686352682632	0.000838223548718	0.00801315341298	0.000101606885356	0.0287146649545	0.08793540707	135.421164342	148.490448757	138.947543966	85.3007465619	105.385933202	106.86388998	138.0	152.0	142.0	84.0	105.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YDL012C	YDL012C
7	2	1164.5	418.5	137	0.0712164233532	0.272501423322	0.0501876801515	0.000688611972604	0.00837942923738	0.00010494410748	0.0390288963951	0.0673878163656	129.904083571	144.465716999	136.400759734	84.8987620945	105.613830393	107.183124644	127.0	142.0	135.0	84.0	105.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
8	2	1299.5	417.5	137	0.0242944453264	0.00926453082139	0.000801724829798	0.000316908692353	0.000623558408511	8.97345970907e-05	45.9057212239	0.000362300087987	100.318435754	120.195530726	120.569832402	82.898861143	104.451676941	106.796311775	99.0	118.0	119.0	83.0	104.0	107.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YNL250W	RAD50
9	2	1436.5	418.5	137	0.0703551900728	0.271207494436	0.0513333239894	0.000734578883994	0.00821745982708	9.08264716852e-05	0.0366717431606	0.0693545882718	131.696755725	145.815648855	136.16240458	84.2416731766	105.03096371	105.633406718	130.0	145.0	137.0	83.0	104.0	106.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YGL179C	TOS3
10	2	1573.5	417.5	137	0.110047672862	0.419025930335	0.0956326597489	0.00098086113665	0.00710769395758	8.62281848559e-05	0.172937682829	0.0396977382123	143.345232213	155.711956522	141.776556324	84.4435634744	104.651046771	104.177461024	149.0	161.0	146.0	83.0	104.0	104.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YKL109W	HAP4
11	2	1712.5	421.5	137	0.0713146192528	0.301433673205	0.0560363100553	0.000735839948698	0.00583526834406	7.19413589506e-05	0.0456629346314	0.0655245587702	130.967548077	145.067994505	134.369505495	83.59835519	103.902422761	103.670815737	131.0	146.0	136.0	83.0	103.0	104.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YKL198C	PTK1
12	2	1846.5	417.5	137	0.0577623704531	0.234977485637	0.0394570887797	0.000661622278136	0.00499665596914	8.55669119981e-05	0.0423254201019	0.0600900574504	125.405726872	140.710352423	131.175110132	83.946350044	104.638319464	103.569650227	125.0	141.0	132.0	83.0	104.0	103.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YOR202W	HIS3
13	2	1986.5	421.5	137	0.206297490986	0.666890947674	0.19794087684	0.00123795442615	0.00481008765476	8.73200594504e-05	0.417174922168	0.0322447078309	165.388746605	173.097244858	147.856266977	84.8048477315	104.848042262	102.830484773	171.0	178.0	150.0	84.0	104.0	103.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YJL094C	KHA1
14	2	2120.5	417.5	137	0.0471938996809	0.196935976399	0.0297931484122	0.000563398619417	0.00411294616913	7.54477711854e-05	0.0471525934029	0.0521194555147	120.243889619	136.522470434	129.067279895	83.4831786543	103.902874452	103.516499098	118.0	134.0	128.0	83.0	103.0	103.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YLR387C	REH1
15	2	2256.5	421.5	137	0.163364450967	0.544485275089	0.15232355123	0.00120719702515	0.00539908577354	8.55669119981e-05	0.297148769385	0.0345220226696	160.188878327	168.636026616	146.317680608	84.4588114987	104.445972049	103.910578343	169.0	176.0	150.0	83.0	104.0	104.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YGR231C	PHB2
16	2	2394.5	417.5	137	0.0414567249973	0.145075306661	0.0209520590695	0.000529134806182	0.00392109363681	8.63973749661e-05	0.114766049447	0.0286734641064	117.807706029	134.782376026	129.068854798	83.7084998184	104.470638092	105.183073011	115.0	132.0	127.0	83.0	104.0	105.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YNL125C	ESBP6
17	2	2531.5	417.5	137	0.0325667092298	0.0915066507945	0.0110571972935	0.000408519622494	0.00328252954164	8.62281848559e-05	0.157150741612	0.0194606904405	111.037895928	128.785067873	124.945135747	83.7676750413	104.346721358	104.976642169	106.0	124.0	122.0	83.0	104.0	105.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YPR119W	CLB2
18	2	2662.5	417.5	137	0.241033305107	0.734071735417	0.234031468773	0.0013357477178	0.00450794536106	8.62281848559e-05	0.312668452127	0.0390766523472	172.834167666	178.43664951	150.048649792	85.7024133904	104.809069677	103.457571039	180.0	184.0	153.0	84.0	104.0	103.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YER173W	RAD24
19	2	2805.5	417.5	137	0.0625288982782	0.246208788365	0.0451534541229	0.000692118267509	0.00735571490258	7.54477711854e-05	0.0587165706977	0.0522229698256	130.354635274	144.215682153	134.763926845	84.2200631695	103.94994507	104.434496018	128.0	143.0	135.0	83.0	103.0	104.0	DLR00012733	DLR00012733-2009-11-13_22-11-15	2009-11-13_22-11-15	DLR00012733-2009-11-13_22-11-15	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	4.11459490741	YNL268W	LYP1
