Barcode	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad
DLR00012304	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	11	3
DLR00012306	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	11	3
DLR00012305	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	12	3
DLR00012301	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	12	3
DLR00012300	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	12	3
DLR00012299	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	12	3
DLR00012298	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	13	3
DLR00014633	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	13	3
DLR00012286	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	13	3
DLR00012293	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	13	3
DLR00012294	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	14	3
DLR00012292	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	14	3
DLR00012288	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	14	3
DLR00012289	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	14	3
DLR00012302	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	15	3
DLR00014614	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	15	3
DLR00014615	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	15	3
DLR00014628	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	15	3
DLR00015691	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	8	4
DLR00015690	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	9	4
DLR00015689	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	9	4
DLR00015688	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	9	4
DLR00013645	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	9	4
DLR00013646	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	10	4
DLR00013647	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	10	4
DLR00013648	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	10	4
DLR00015729	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	10	4
DLR00015728	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	8	4
DLR00015727	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	13	4
DLR00015733	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	13	4
DLR00015732	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	14	4
DLR00015731	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	14	4
DLR00015730	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	14	4
DLR00015717	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	14	4
DLR00015736	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	15	4
DLR00015735	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	15	4
DLR00015734	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	15	4
DLR00015725	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	15	4
DLR00015064	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	11	4
DLR00014958	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	11	4
DLR00014957	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	11	4
DLR00015057	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	12	4
DLR00015063	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	12	4
DLR00014960	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	12	4
DLR00014959	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	12	4
DLR00015059	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	13	4
DLR00015065	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	13	4
DLR00015062	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	11	4
DLR00015060	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	2	4
DLR00014962	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	2	4
DLR00014961	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	2	4
DLR00015061	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	3	4
DLR00015066	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	3	4
DLR00015075	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	1	4
DLR00015073	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	1	4
DLR00015084	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	1	4
DLR00015085	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	1	4
DLR00015074	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	2	4
DLR00014935	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	6	4
DLR00014936	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	6	4
DLR00015081	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	6	4
DLR00014930	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	6	4
DLR00014964	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	7	4
DLR00015076	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	7	4
DLR00014965	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	7	4
DLR00014966	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	7	4
DLR00014995	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	8	4
DLR00014996	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	8	4
DLR00014993	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	3	4
DLR00014994	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	3	4
DLR00014988	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	4	4
DLR00014989	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	4	4
DLR00014990	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	4	4
DLR00014991	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	4	4
DLR00014987	2009-12-14_17-42-28	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	5	4
DLR00015080	2009-12-14_17-42-28	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	5	4
DLR00014927	2009-12-14_17-42-28	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	5	4
DLR00014928	2009-12-14_17-42-28	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP4	BooneSDLV3	5	4
